station_name,wigos_station_identifier,wigos_station_identifier,facility_type,latitude,longitude,elevation,barometer_height,territory_name,WMO Region,Declared reporting status,Assessed reporting status,Last updated by
CABO CARVOEIRO/FAROL,0-20000-0-08531,08531,Land (fixed),39.361408,-9.406981,32,,Portugal,6,Operational,Operational,Manuel Mendes
SAGRES (8538-0),0-20000-0-08538,08538,Land (fixed),37,-8.95,25,,Portugal,6,Operational,Unknown,
LPCS (CASCAIS AERODROME),0-20000-0-08578,08578,Land (fixed),38.7255555556,-9.3552777778,99,,Portugal,6,Operational,Unknown,
SINTRA/GRANJA,"0-620-1003-08532,0-20000-0-08532",08532,Land (fixed),38.8342,-9.33853,134,,Portugal,6,Operational,Operational,Manuel Mendes
MONTIJO,"0-620-1003-08534,0-20000-0-08534",08534,Land (fixed),38.71411,-9.02473,14,,Portugal,6,Operational,Partly operational,Manuel Mendes
ALVERCA,"0-620-1003-08537,0-20000-0-08537",08537,Land (fixed),38.88662,-9.02992,3,,Portugal,6,Operational,Operational,Manuel Mendes
OTA,"0-620-1003-08539,0-20000-0-08539",08539,Land (fixed),39.11667,-8.98333,41,,Portugal,6,Operational,Unknown,Ricardo João Ratola Capela Deus
MONTE REAL,"0-620-1003-08540,0-20000-0-08540",08540,Land (fixed),39.82806,-8.88286,52,,Portugal,6,Operational,Partly operational,Manuel Mendes
OVAR/MACEDA,"0-620-1003-08544,0-20000-0-08544",08544,Land (fixed),40.91584,-8.64119,17,,Portugal,6,Operational,Operational,Manuel Mendes
TANCOS,"0-620-1003-08552,0-20000-0-08552",08552,Land (fixed),39.47576,-8.37504,83,,Portugal,6,Operational,Unknown,Ricardo João Ratola Capela Deus
BEJA/B. AEREA,"0-620-1003-08561,0-20000-0-08561",08561,Land (fixed),38.0785,-7.92656,194,,Portugal,6,Operational,Operational,Manuel Mendes
SAGRES (8533-0),"0-620-2001-08533,0-20000-0-08533",08533,Land (fixed),37.01275502,-8.94891335,22.85,,Portugal,6,Operational,Operational,Manuel Mendes
LISBOA/GEOFISICO,"0-620-2001-08535,0-20000-0-08535",08535,Land (fixed),38.719078,-9.149722,77,,Portugal,6,Operational,Operational,Manuel Mendes
LISBOA/PORTELA,"0-620-2001-08536,0-20000-0-08536",08536,Land (fixed),38.78914961,-9.13518651,103,,Portugal,6,Operational,Operational,Manuel Mendes
SINES/MONTES CHAOS,"0-620-2001-08541,0-20000-0-08541",08541,Land (fixed),37.95452315,-8.8380462,97.93,,Portugal,6,Operational,Operational,Manuel Mendes
PORTO/PEDRAS RUBRAS,"0-620-2001-08545,0-20000-0-08545,0-620-2001-08454",08454,Land (fixed),41.23222708,-8.67912964,67.73,,Portugal,6,Operational,Operational,Manuel Mendes
COIMBRA/CERNACHE,"0-620-2001-08548,0-20000-0-08548",08548,Land (fixed),40.15764697,-8.4685105,170.79,,Portugal,6,Operational,Operational,Manuel Mendes
VIANA DO CASTELO / C.C.,"0-620-2001-08551,0-20000-0-08551",08551,Land (fixed),41.64882036,-8.80474528,47.29,,Portugal,6,Operational,Operational,Manuel Mendes
FARO/AEROPORTO,"0-620-2001-08554,0-20000-0-08554",08554,Land (fixed),37.01659132,-7.97190801,5,,Portugal,6,Operational,Operational,Manuel Mendes
EVORA / C.C.,"0-620-2001-08558,0-20000-0-08558",08558,Land (fixed),38.53654394,-7.88797201,247.56,,Portugal,6,Operational,Operational,Manuel Mendes
VISEU / C.C.,"0-620-2001-08560,0-20000-0-08560",08560,Land (fixed),40.7148171,-7.89594234,644.37,,Portugal,6,Operational,Partly operational,Ricardo João Ratola Capela Deus
BEJA (8562-0),"0-620-2001-08562,0-20000-0-08562",08562,Land (fixed),38.025728,-7.867319,246,,Portugal,6,Operational,Operational,Manuel Mendes
VILA REAL / C.C.,"0-620-2001-08567,0-20000-0-08567",08567,Land (fixed),41.27419764,-7.71708782,561.48,,Portugal,6,Operational,Operational,Ricardo João Ratola Capela Deus
PENHAS DOURADAS,"0-620-2001-08568,0-20000-0-08568",08568,Land (fixed),40.411367,-7.558653,1380,,Portugal,6,Operational,Operational,Ricardo João Ratola Capela Deus
CASTELO BRANCO,"0-620-2001-08570,0-20000-0-08570",08570,Land (fixed),39.839444,-7.478694,386,,Portugal,6,Operational,Operational,Ricardo João Ratola Capela Deus
PORTALEGRE,"0-620-2001-08571,0-20000-0-08571",08571,Land (fixed),39.29419,-7.421202,596.57,,Portugal,6,Operational,Operational,Manuel Mendes
BRAGANCA (8575-0),"0-620-2001-08575,0-20000-0-08575",08575,Land (fixed),41.80378747,-6.74283704,690.71,,Portugal,6,Operational,Operational,Ricardo João Ratola Capela Deus
LISBOA/GAGO COUTINHO,"0-620-2001-08579,0-20000-0-08579",08579,Land (fixed),38.76617424,-9.12750152,103.88,,Portugal,6,Operational,Partly operational,Manuel Mendes
PORTO/SERRA DO PILAR,"0-620-2401-08546,0-20000-0-08546,0-620-2001-08546",08546,Land (fixed),41.1384250639,-8.6025570861,94.81,,Portugal,6,Operational,Operational,Manuel Mendes
LISBOA/PORTELA RS,0-620-3001-08536,08536,Land (fixed),38.77604,-9.12557,121.15,,Portugal,6,Operational,Unknown,Ricardo João Ratola Capela Deus
"CORUCHE, CRUZ DO LEAO","0-620-3401-08550,0-20000-0-08550",08550,Land (fixed),39.07137,-8.39888,193,,Portugal,6,Operational,Unknown,Sérgio Barbosa
"LOULE, CAVALOS DO CALDEIRAO","0-620-3401-08553,0-20000-0-08553",08553,Land (fixed),37.30534,-7.95174,616,,Portugal,6,Operational,Unknown,Sérgio Barbosa
"AROUCA, PICO DO GRALHEIRO","0-620-3401-08556,0-620-3401-08526",08526,Land (fixed),40.845,-8.2797222222,1097,,Portugal,6,Operational,Unknown,Sérgio Barbosa
VOGEL,0-20000-0-14006,14006,Land (fixed),46.2635473161,13.8408914626,1535,,Slovenia,6,Operational,Partly operational,Vesna Vidmar
KREDARICA,0-20000-0-14008,14008,Land (fixed),46.3787671293,13.84893734,2514,,Slovenia,6,Operational,Operational,Vesna Vidmar
VOJSKO,0-20000-0-14009,14009,Land (fixed),46.0249596201,13.9031141269,1067,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
LESCE,0-20000-0-14010,14010,Land (fixed),46.3619869701,14.1717817407,509,,Slovenia,6,Operational,Operational,Miha DEMSAR
KATARINA,0-20000-0-14012,14012,Land (fixed),46.0930151722,14.3708431227,660,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
LJUBLJANA/BRNIK,0-20000-0-14014,14014,Land (fixed),46.2174517367,14.4727580758,364,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
LJUBLJANA/BEZIGRAD,0-20000-0-14015,14015,Land (fixed),46.0655056158,14.5123590017,299,,Slovenia,6,Operational,Operational,Miha DEMSAR
CELJE,0-20000-0-14023,14023,Land (fixed),46.2365796296,15.225869749,241.73,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
LISCA,0-20000-0-14024,14024,Land (fixed),46.0677706239,15.2848952062,947,,Slovenia,6,Operational,Operational,Miha DEMSAR
PORTOROZ/SECOVLJE,0-20000-0-14105,14105,Land (fixed),45.4752872079,13.6159599679,2,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
NOVA GORICA,0-20000-0-14106,14106,Land (fixed),45.895446637,13.6243092561,55,,Slovenia,6,Operational,Operational,Miha DEMSAR
POSTOJNA,0-20000-0-14112,14112,Land (fixed),45.766104175,14.1928133051,533,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
KOCEVJE,0-20000-0-14118,14118,Land (fixed),45.6459669053,14.8501347394,467,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
CRNOMELJ,0-20000-0-14120,14120,Land (fixed),45.560032573,15.146057862,157,,Slovenia,6,Operational,Operational,Miha DEMSAR
NOVO MESTO,0-20000-0-14121,14121,Land (fixed),45.8018157696,15.1772634275,220,,Slovenia,6,Operational,Operational,Miha DEMSAR
CERKLJE OB KRKI,0-20000-0-14122,14122,Land (fixed),45.8987055971,15.5184432499,154,,Slovenia,6,Operational,Partly operational,Miha DEMSAR
LA CORUNA,0-20000-0-08001,08001,Land (fixed),43.3658333333,-8.4213888889,58,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
LA CORUNA/ALVEDRO,0-20000-0-08002,08002,Land (fixed),43.3069444444,-8.3719444444,98,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
CERCEDA,0-20000-0-08007,08007,Land (fixed),43.1688888889,-8.5269444444,595,,Spain,6,Operational,Unknown,
LUGO/ROZAS,0-20000-0-08008,08008,Land (fixed),43.1113888889,-7.4575,445,,Spain,6,Operational,Operational,
ASTURIAS/AVILES,0-20000-0-08011,08011,Land (fixed),43.5669444444,-6.0441666667,127,,Spain,6,Operational,Operational,
GIJON-MUSEL,0-20000-0-08014,08014,Land (fixed),43.56,-5.70056,5,,Spain,6,Operational,Unknown,José Miguel Gallardo Fernández
OVIEDO,0-20000-0-08015,08015,Land (fixed),43.3533333333,-5.8741666667,336,,Spain,6,Operational,Operational,
AGUION,0-20000-0-08019,08019,Land (fixed),43.4625,-6.3019444444,923,,Spain,6,Operational,Unknown,
SANTANDER/PARAYAS,0-20000-0-08021,08021,Land (fixed),43.4291666667,-3.8313888889,5,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
SANTANDER,0-20000-0-08023,08023,Land (fixed),43.4911111111,-3.8005555556,52,,Spain,6,Operational,Operational,
BILBAO/AEROPUERTO,0-20000-0-08025,08025,Land (fixed),43.2980555556,-2.9058333333,42,,Spain,6,Operational,Operational,
SAN SEBASTIAN/IGUELDO,0-20000-0-08027,08027,Land (fixed),43.3063888889,-2.0411111111,251,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
SAN SEBASTIAN/FUENTERRABIA,0-20000-0-08029,08029,Land (fixed),43.3605555556,-1.7872222222,4,,Spain,6,Operational,Operational,
SANTIAGO DE COMPOSTELA/LABACOLLA,0-20000-0-08042,08042,Land (fixed),42.8880555556,-8.4105555556,370,,Spain,6,Operational,Operational,
PONTEVEDRA,0-20000-0-08044,08044,Land (fixed),42.4383333333,-8.6158333333,108,,Spain,6,Operational,Operational,
VIGO/PEINADOR,0-20000-0-08045,08045,Land (fixed),42.2386111111,-8.6238888889,261,,Spain,6,Operational,Operational,
ORENSE,0-20000-0-08048,08048,Land (fixed),42.3252777778,-7.8597222222,143,,Spain,6,Operational,Partly operational,
PONFERRADA,0-20000-0-08053,08053,Land (fixed),42.5638888889,-6.6,534,,Spain,6,Operational,Operational,
LEON/VIRGEN DEL CAMINO,0-20000-0-08055,08055,Land (fixed),42.588333,-5.651111,916,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
PALENCIA-AUTILLA PINO,0-20000-0-08072,08072,Land (fixed),41.9955555556,-4.6027777778,874,,Spain,6,Operational,Partly operational,Zulkarnain Zulkarnain
BURGOS/VILLAFRIA,0-20000-0-08075,08075,Land (fixed),42.3561111111,-3.6213888889,891,,Spain,6,Operational,Operational,
VITORIA/FORONDA,0-20000-0-08080,08080,Land (fixed),42.8719444444,-2.7333333333,513,,Spain,6,Operational,Operational,
BAKIO,0-20000-0-08081,08081,Land (fixed),43.4033333333,-2.8419444444,576,,Spain,6,Operational,Unknown,
LOGRONO/AGONCILLO,0-20000-0-08084,08084,Land (fixed),42.4522222222,-2.3311111111,353,,Spain,6,Operational,Operational,
PAMPLONA/NOAIN,0-20000-0-08085,08085,Land (fixed),42.7769444444,-1.65,459,,Spain,6,Operational,Operational,
HUESCA/PIRINEOS,0-20000-0-08094,08094,Land (fixed),42.0833333333,-0.3263888889,541,,Spain,6,Operational,Operational,
ZAMORA,0-20000-0-08130,08130,Land (fixed),41.5155555556,-5.7352777778,656,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
VALLADOLID/VILLANUBLA,0-20000-0-08140,08140,Land (fixed),41.7119444444,-4.8555555556,846,,Spain,6,Operational,Partly operational,
VALLADOLID,0-20000-0-08141,08141,Land (fixed),41.6408333333,-4.7544444444,735,,Spain,6,Operational,Operational,
SORIA,0-20000-0-08148,08148,Land (fixed),41.775,-2.4830555556,1082,,Spain,6,Operational,Operational,
DAROCA I,0-20000-0-08157,08157,Land (fixed),41.1144444444,-1.41,779,,Spain,6,Operational,Partly operational,
ZARAGOZA/AEROPUERTO,0-20000-0-08160,08160,Land (fixed),41.6605555556,-1.0041666667,263,,Spain,6,Operational,Operational,
PERDIGUERA,0-20000-0-08162,08162,Land (fixed),41.7338888889,-0.5458333333,820,,Spain,6,Operational,Unknown,
LLEIDA,0-20000-0-08171,08171,Land (fixed),41.6261111111,0.5980555556,185,,Spain,6,Operational,Operational,
REUS/AEROPUERTO,0-20000-0-08175,08175,Land (fixed),41.1497222222,1.1788888889,71,,Spain,6,Operational,Operational,
"CORBERA, PIC D'AGULLES",0-20000-0-08179,08179,Land (fixed),41.4080555556,1.8847222222,647,,Spain,6,Operational,Unknown,
BARCELONA/AEROPUERTO,0-20000-0-08181,08181,Land (fixed),41.2927777778,2.07,4,,Spain,6,Operational,Operational,
GIRONA/COSTA BRAVA,0-20000-0-08184,08184,Land (fixed),41.9116666667,2.7633333333,143,,Spain,6,Operational,Operational,
BARCELONA SERVEI,0-20000-0-08190,08190,Land (fixed),41.3844444444,2.1180555556,95,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
SALAMANCA/MATACAN,0-20000-0-08202,08202,Land (fixed),40.9594444444,-5.4983333333,790,,Spain,6,Operational,Operational,
AVILA,0-20000-0-08210,08210,Land (fixed),40.6591666667,-4.68,1130,,Spain,6,Operational,Operational,
SEGOVIA,0-20000-0-08213,08213,Land (fixed),40.9452777778,-4.1263888889,1005,,Spain,6,Operational,Operational,
"NAVACERRADA, PUERTO",0-20000-0-08215,08215,Land (fixed),40.7930555556,-4.0105555556,1894,,Spain,6,Operational,Operational,
COLMENAR VIEJO/FAMET,0-20000-0-08219,08219,Land (fixed),40.6961111111,-3.765,1004,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
MADRID/C. UNIVERSITARIA,0-20000-0-08220,08220,Land (fixed),40.4516666667,-3.7241666667,664,,Spain,6,Operational,Partly operational,
MADRID/BARAJAS,0-20000-0-08221,08221,Land (fixed),40.4666666667,-3.5555555556,609,,Spain,6,Operational,Operational,
"MADRID, RETIRO",0-20000-0-08222,08222,Land (fixed),40.4119444444,-3.6780555556,667,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
MADRID/CUATRO VIENTOS,0-20000-0-08223,08223,Land (fixed),40.3755555556,-3.7861111111,690,,Spain,6,Operational,Partly operational,
MADRID/GETAFE,0-20000-0-08224,08224,Land (fixed),40.2994444444,-3.7222222222,620,,Spain,6,Operational,Partly operational,
GUADALAJARA,0-20000-0-08226,08226,Land (fixed),40.6302777778,-3.15,721,,Spain,6,Operational,Operational,
MADRID/TORREJON,0-20000-0-08227,08227,Land (fixed),40.4833333333,-3.4436111111,607,,Spain,6,Operational,Unknown,
TORREJON DE VELASCO,0-20000-0-08228,08228,Land (fixed),40.1758333333,-3.7136111111,704,,Spain,6,Operational,Unknown,
CUENCA,0-20000-0-08231,08231,Land (fixed),40.0672222222,-2.1319444444,945,,Spain,6,Operational,Operational,
MOLINA DE ARAGON,0-20000-0-08232,08232,Land (fixed),40.8444444444,-1.8788888889,1062,,Spain,6,Operational,Operational,
CALAMOCHA,0-20000-0-08233,08233,Land (fixed),40.9261111111,-1.2933333333,890,,Spain,6,Operational,Operational,
TERUEL,0-20000-0-08235,08235,Land (fixed),40.3505555556,-1.1241666667,900,,Spain,6,Operational,Operational,
TORTOSA,0-20000-0-08238,08238,Land (fixed),40.8202777778,0.4933333333,50.47,,Spain,6,Operational,Operational,
CACERES (8261-0),0-20000-0-08261,08261,Land (fixed),39.4713888889,-6.3388888889,394,,Spain,6,Operational,Operational,
SIERRA DE FUENTES,0-20000-0-08262,08262,Land (fixed),39.4288888889,-6.2852777778,652,,Spain,6,Operational,Unknown,
TOLEDO (8272-0),0-20000-0-08272,08272,Land (fixed),39.8847222222,-4.0452777778,515,,Spain,6,Operational,Operational,
ALBACETE/LOS LLANOS,0-20000-0-08280,08280,Land (fixed),38.9516666667,-1.8625,702,,Spain,6,Operational,Operational,
VALENCIA/AEROPUERTO,0-20000-0-08284,08284,Land (fixed),39.485,-0.4747222222,59.9,,Spain,6,Operational,Operational,
VALENCIA VIVEROS,0-20000-0-08285,08285,Land (fixed),39.4805555556,-0.3663888889,11,,Spain,6,Operational,Partly operational,Zulkarnain Zulkarnain
CASTELLON-ALMAZORA,0-20000-0-08286,08286,Land (fixed),39.9572222222,-0.0719444444,42.9,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
CULLERA,0-20000-0-08289,08289,Land (fixed),39.1761111111,-0.2511111111,234,,Spain,6,Operational,Unknown,
"PALMA DE MALLORCA, CMT",0-20000-0-08301,08301,Land (fixed),39.5552,2.6253,3,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
MALLORCA-SON BONET,0-20000-0-08302,08302,Land (fixed),39.6058333333,2.7066666667,41,,Spain,6,Operational,Operational,
PALMA DE MALLORCA/SON SAN JUAN,0-20000-0-08306,08306,Land (fixed),39.5608333333,2.7366666667,8,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
LLUCMAYOR,0-20000-0-08308,08308,Land (fixed),39.3797222222,2.785,113,,Spain,6,Operational,Unknown,
MENORCA/AEROPUERTO,0-20000-0-08314,08314,Land (fixed),39.8547222222,4.2155555556,91,,Spain,6,Operational,Operational,
BADAJOZ/TALAVERA LA REAL,0-20000-0-08330,08330,Land (fixed),38.8833333333,-6.81389,185,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
CIUDAD REAL,0-20000-0-08348,08348,Land (fixed),38.9891666667,-3.9202777778,628,,Spain,6,Operational,Operational,
ALICANTE,0-20000-0-08359,08359,Land (fixed),38.3725,-0.4941666667,81,,Spain,6,Operational,Operational,
ALICANTE/EL ALTET,0-20000-0-08360,08360,Land (fixed),38.2827777778,-0.5708333333,43,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
FORTUNA,0-20000-0-08364,08364,Land (fixed),38.2644444444,-1.1897222222,1261,,Spain,6,Operational,Unknown,
IBIZA/ES CODOLA,0-20000-0-08373,08373,Land (fixed),38.8763888889,1.3844444444,6,,Spain,6,Operational,Operational,
HUELVA,0-20000-0-08383,08383,Land (fixed),37.2783333333,-6.9116666667,19,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CASTILLO LAS GUARDAS,0-20000-0-08386,08386,Land (fixed),37.6875,-6.3344444444,517,,Spain,6,Operational,Unknown,
SEVILLA/SAN PABLO,0-20000-0-08391,08391,Land (fixed),37.4166666667,-5.8791666667,34,,Spain,6,Operational,Operational,
MORON DE LA FRONTERA,0-20000-0-08397,08397,Land (fixed),37.1644444444,-5.6113888889,87,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
CORDOBA/AEROPUERTO,0-20000-0-08410,08410,Land (fixed),37.8488888889,-4.8466666667,90,,Spain,6,Operational,Operational,
JAEN (8417-0),0-20000-0-08417,08417,Land (fixed),37.7775,-3.8088888889,580,,Spain,6,Operational,Operational,
GRANADA/AEROPUERTO,0-20000-0-08419,08419,Land (fixed),37.1897222222,-3.7894444444,567,,Spain,6,Operational,Operational,
GRANADA/BASE AEREA,0-20000-0-08420,08420,Land (fixed),37.1372222222,-3.6313888889,687,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
MURCIA/AL CANTARILLA,0-20000-0-08429,08429,Land (fixed),37.9577777778,-1.2286111111,75,,Spain,6,Operational,Partly operational,
MURCIA,0-20000-0-08430,08430,Land (fixed),38.0019444444,-1.1708333333,61,,Spain,6,Operational,Operational,
MURCIA/SAN JAVIER,0-20000-0-08433,08433,Land (fixed),37.7888888889,-0.8033333333,4,,Spain,6,Operational,Operational,
ROTA B.N. OBSERVATORIO,0-20000-0-08449,08449,Land (fixed),36.6388888889,-6.3325,21,,Spain,6,Operational,Unknown,
JEREZ DE LA FRONTERA AEROPUERTO,0-20000-0-08451,08451,Land (fixed),36.7505555556,-6.0558333333,27,,Spain,6,Operational,Operational,
"CADIZ, OBS.",0-20000-0-08452,08452,Land (fixed),36.4997222222,-6.2577777778,2,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
ALHAURIN EL GRANDE,0-20000-0-08475,08475,Land (fixed),36.6133333333,-4.6591666667,1147,,Spain,6,Operational,Unknown,
MALAGA/AEROPUERTO,0-20000-0-08482,08482,Land (fixed),36.6661111111,-4.4822222222,5,,Spain,6,Operational,Operational,
ALMERIA/AEROPUERTO,0-20000-0-08487,08487,Land (fixed),36.8463888889,-2.3569444444,21,,Spain,6,Operational,Operational,
NIJAR,0-20000-0-08489,08489,Land (fixed),36.8325,-2.0822222222,486,,Spain,6,Operational,Unknown,
"ARAGUES DEL PUERTO, LIZARRA",0-20000-0-08911,08911,Land (fixed),42.765,-0.6275,1540,,Spain,6,Operational,Operational,
"ISABA,  EL FERIAL",0-20000-0-08912,08912,Land (fixed),42.9580555556,-0.8,1591,,Spain,6,Operational,Unknown,
"ANSO, REFUGIO DE LINZA",0-20000-0-08913,08913,Land (fixed),42.8977777778,-0.7988888889,1340,,Spain,6,Operational,Operational,
"CANDANCHU, ETUKSA",0-20000-0-08914,08914,Land (fixed),42.7875,-0.5383333333,1560,,Spain,6,Operational,Unknown,
"SALLENT DE GALLEGO,  FURCO",0-20000-0-08917,08917,Land (fixed),42.7605555556,-0.3847222222,1855,,Spain,6,Operational,Unknown,
"SALLENT DE GALLEGO,  FORMIGAL",0-20000-0-08918,08918,Land (fixed),42.7744444444,-0.3688888889,1500,,Spain,6,Operational,Unknown,
"SALLENT DE GALLEGO,  RESPOMUSO",0-20000-0-08920,08920,Land (fixed),42.8166666667,-0.2961111111,2145,,Spain,6,Operational,Operational,
"PANTICOSA, REFUGIO CASA PIEDRA",0-20000-0-08922,08922,Land (fixed),42.7625,-0.2333333333,1645,,Spain,6,Operational,Operational,
"PANTICOSA, ESQUI",0-20000-0-08924,08924,Land (fixed),42.7033333333,-0.2766666667,1830,,Spain,6,Operational,Unknown,
"BIELSA, REFUGIO DE PINETA",0-20000-0-08927,08927,Land (fixed),42.6677777778,0.0975,1240,,Spain,6,Operational,Operational,
"BENASQUE, REFUGIO DE ESTOS",0-20000-0-08928,08928,Land (fixed),42.6752777778,0.4813888889,1890,,Spain,6,Operational,Operational,
"CERLER, ESQU COTA 2000",0-20000-0-08930,08930,Land (fixed),42.5655555556,0.5441666667,2020,,Spain,6,Operational,Unknown,
BOI TAHULL,0-20000-0-08932,08932,Land (fixed),42.4783333333,0.8677777778,2280,,Spain,6,Operational,Unknown,
CAP DE RAC,0-20000-0-08940,08940,Land (fixed),42.4302777778,1.6677777778,1940,,Spain,6,Operational,Operational,
PORT DEL COMTE,0-20000-0-08942,08942,Land (fixed),42.1680555556,1.565,1813,,Spain,6,Operational,Unknown,
NURIA,0-20000-0-08946,08946,Land (fixed),42.3938888889,2.1555555556,1967,,Spain,6,Operational,Unknown,
VALLTER 2000,0-20000-0-08948,08948,Land (fixed),42.4275,2.2655555556,2167,,Spain,6,Operational,Unknown,
CAMARENA DE LA SIERRA,0-20000-0-08958,08958,Land (fixed),40.1152777778,-1.0344444444,1520,,Spain,6,Operational,Unknown,
"VALDELINARES, ESQUI",0-20000-0-08960,08960,Land (fixed),40.3819444444,-0.6344444444,1955,,Spain,6,Operational,Operational,
CEUTA,0-20000-0-60320,60320,Land (fixed),35.88873,-5.34697,87,,Spain,1,Operational,Operational,José Miguel Gallardo Fernández
MELILLA (60338-0),0-20000-0-60338,60338,Land (fixed),35.2777777778,-2.9555555556,47,,Spain,1,Operational,Partly operational,
MADRID/BARAJAS RS,0-20001-0-08221,08221,Land (fixed),40.4652777778,-3.5797222222,631,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
BENS-A CORUÑA,0-724-0-0000000000008001,08001,Land (fixed),43.3633,-8.4417,132,,Spain,6,Operational,Unknown,José Miguel Gallardo Fernández
ESTACA DE BARES,0-724-0-0000000000008004,08004,Land (fixed),43.786111,-7.684722,80,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
FERROL-LA GRAÑA,0-724-0-0000000000008005,08005,Land (fixed),43.4763,-8.2622,4,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
CABO VILAN,0-724-0-0000000000008006,08006,Land (fixed),43.1605,-9.2108,50,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CASTROPOL,0-724-0-0000000000008009,08009,Land (fixed),43.5247,-7.0313,40,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CABO BUSTO,0-724-0-0000000000008010,08010,Land (fixed),43.5691,-6.4699,60,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
CABO PEÑAS,0-724-0-0000000000008012,08012,Land (fixed),43.6559,-5.8485,100,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
LLANES,0-724-0-0000000000008016,08016,Land (fixed),43.4202,-4.748,10,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"SAN VICENTE, FARO",0-724-0-0000000000008017,08017,Land (fixed),43.3934,-4.3921,38,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
CASTRO URDIALES-EDAR,0-724-0-0000000000008020,08020,Land (fixed),43.3947,-3.2338,45,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
"LEKEITIO,FARO",0-724-0-0000000000008024,08024,Land (fixed),43.3769,-2.5102,12,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
"ZUMAYA,FARO",0-724-0-0000000000008026,08026,Land (fixed),43.3021,-2.251,28,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
IRURITA,0-724-0-0000000000008030,08030,Land (fixed),43.1357,-1.5429,183,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
PAJARES - VALGRANDE,0-724-0-0000000000008031,08031,Land (fixed),42.9786,-5.7763,1480,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
NESTARES,0-724-0-0000000000008032,08032,Land (fixed),42.9918,-4.1605,870,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
POLIENTES-CASYC,0-724-0-0000000000008033,08033,Land (fixed),42.8062,-3.9339,720,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
GÜEÑES,0-724-0-0000000000008035,08035,Land (fixed),43.2033,-3.1047,208,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
"ELGOIBAR,IBERDROLA",0-724-0-0000000000008036,08036,Land (fixed),43.2092,-2.4132,119,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
ZUMARRAGA-URZABALETA,0-724-0-0000000000008037,08037,Land (fixed),43.0799,-2.3175,420,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
PADRÓN,0-724-0-0000000000008039,08039,Land (fixed),42.7383,-8.6272,100,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
FISTERRA,0-724-0-0000000000008040,08040,Land (fixed),42.9248,-9.2914,230,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
SANTIAGO DE COMPOSTELA,0-724-0-0000000000008041,08041,Land (fixed),42.8761,-8.5558,240,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
O CARBALLIÑO,0-724-0-0000000000008047,08047,Land (fixed),42.4213,-8.0925,400,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
XINZO DE LIMIA,0-724-0-0000000000008050,08050,Land (fixed),42.0791,-7.7336,616,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"POBRA DE TRIVES,SAN MAMEDE",0-724-0-0000000000008051,08051,Land (fixed),42.3394,-7.2824,840,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
